#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:hanta_S_aligned" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:hanta_S_aligned" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:hanta_S_aligned" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hanta_S_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:hanta_S_aligned" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:hanta_S_aligned" name="distribution">
#            <parameter id="kappa.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:hanta_S_aligned" name="distribution" x="@popSize.t:hanta_S_aligned">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@hanta_S_aligned" id="treeLikelihood.hanta_S_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hanta_S_aligned">
#            <siteModel id="SiteModel.s:hanta_S_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hanta_S_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hanta_S_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hanta_S_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hanta_S_aligned" kappa="@kappa.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hanta_S_aligned" id="estimatedFreqs.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hanta_S_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hanta_S_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
72000	-85878.65694300708	-85229.66259764535	-648.9943453617378	-85229.66259764535	829.6629135853747	14468.590484577164	2.269866637551035	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3456.777911514234	-642.5682226483043
73000	-85884.35599816994	-85236.14949405186	-648.2065041180805	-85236.14949405186	780.4524105502699	14410.46872652984	2.269866637551035	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3708.315592103888	-641.710140565176
74000	-85876.76939593749	-85227.63797188837	-649.1314240491125	-85227.63797188837	849.5304183947344	14560.251687138174	2.269866637551035	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4446.130177190539	-642.4536041566956
75000	-85889.99506362197	-85240.11865659457	-649.876407027406	-85240.11865659457	843.6927942348755	14661.499682412052	2.269866637551035	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3509.8701838443358	-643.4350421775885
76000	-85886.54365922563	-85237.4859322338	-649.0577269918247	-85237.4859322338	822.1504929983005	14478.204955110907	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4502.812492043421	-642.4125147805775
77000	-85885.02311931025	-85238.14044771236	-646.8826715978905	-85238.14044771236	831.1678412683065	14156.521156179191	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3500.6113142901777	-640.4892239719517
78000	-85880.42777169248	-85231.80880875583	-648.6189629366612	-85231.80880875583	783.1779835418863	14421.791916024558	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3641.42885401317	-642.1860767782566
79000	-85879.6625254618	-85230.66033720093	-649.0021882608702	-85230.66033720093	867.3318774523905	14625.293520685856	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4384.108747440301	-642.3836918945337
80000	-85874.94706116579	-85226.33582812932	-648.6112330364706	-85226.33582812932	834.2441611378449	14405.873451967438	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3634.007298670242	-642.1803870465897
81000	-85888.32279595106	-85240.37966637217	-647.9431295788811	-85240.37966637217	816.1875464546291	14380.35182441222	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3928.541457028723	-641.4343513409437
82000	-85872.1185894268	-85224.01548878844	-648.1031006383548	-85224.01548878844	800.3749239932898	14439.315233615021	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4157.818211401065	-641.5376001586073
83000	-85876.64359707253	-85228.46219669507	-648.1814003774682	-85228.46219669507	797.9557479742028	14388.685854203322	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3574.7847059154324	-641.766985413788
84000	-85877.3983073277	-85228.84725200888	-648.5510553188177	-85228.84725200888	791.5826854950162	14488.505050653397	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4084.6253914251743	-642.0033152866871
85000	-85898.55935596494	-85249.61872311217	-648.9406328527651	-85249.61872311217	822.23742403814	14542.360568163946	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4039.4073729142724	-642.4040248499556
86000	-85877.80079734618	-85229.40667472729	-648.3941226188936	-85229.40667472729	871.4653518309956	14464.916277393086	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4478.203689329407	-641.7543906036076
87000	-85881.58440522305	-85233.04096409555	-648.5434411275114	-85233.04096409555	817.1385487850091	14403.781261825132	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3916.5860402177423	-642.0377107498084
88000	-85875.28689151119	-85227.33980725997	-647.9470842512228	-85227.33980725997	801.1761182819712	14396.185912619168	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3769.2578708756046	-641.4796961088981
89000	-85888.22174972371	-85239.29695906154	-648.9247906621758	-85239.29695906154	838.1953309890475	14568.611113102234	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4457.359213280717	-642.2897241646834
90000	-85876.70643491918	-85229.14388965357	-647.5625452656112	-85229.14388965357	811.7932687208979	14339.999075851227	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4254.082504608713	-640.9741561429568
91000	-85864.24552390413	-85215.11130193392	-649.1342219702128	-85215.11130193392	834.2967401387957	14505.600788422325	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4840.479915563403	-642.4166980868226
92000	-85857.43046444848	-85209.61595352854	-647.8145109199453	-85209.61595352854	805.4203291299384	14388.038085956085	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4068.8407039631643	-641.2706427889171
93000	-85873.03332125423	-85225.65545896615	-647.3778622880817	-85225.65545896615	801.2589197215433	14293.152498259647	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3666.3532284911125	-640.938154779275
94000	-85870.40082329561	-85222.57203640057	-647.8287868950356	-85222.57203640057	820.4603204557484	14475.788800413278	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4046.2813505384765	-641.2904786092903
95000	-85862.26526132745	-85215.44515741424	-646.820103913213	-85215.44515741424	789.5948147675721	14199.121751390703	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4024.270242024381	-640.2872503136406
96000	-85865.36500821146	-85216.54183934296	-648.8231688685003	-85216.54183934296	831.7537370178328	14473.312666228725	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4417.041985908923	-642.1971886189358
97000	-85872.85636461843	-85224.5940592482	-648.2623053702464	-85224.5940592482	722.5393695415222	14261.32995944195	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3932.316728148288	-641.7525666083253
98000	-85878.6956329002	-85230.75956088648	-647.9360720137252	-85230.75956088648	844.6675425115907	14496.528789375197	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3856.0871707297024	-641.4459090192462
99000	-85871.13107346375	-85222.49687504681	-648.6341984169419	-85222.49687504681	806.1435375024712	14457.580307177841	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3698.102880490478	-642.1858684523187
100000	-85881.68904031304	-85232.34600503137	-649.3430352816663	-85232.34600503137	857.9929898021187	14546.335394788473	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4732.214626888232	-642.6481319686243
101000	-85867.64597558753	-85218.81512805818	-648.8308475293406	-85218.81512805818	847.3421522864986	14587.971948189106	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4119.6216312925135	-642.2745761957923
102000	-85870.10322364785	-85219.02811842442	-651.0751052234324	-85219.02811842442	833.5252100054803	14715.785264135435	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	5065.751213384715	-644.3120927706728
103000	-85868.80812298483	-85219.50580080469	-649.3023221801486	-85219.50580080469	830.9979694166635	14654.55289441827	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4205.416489372995	-642.7254388339351
104000	-85865.86340004276	-85217.3618163191	-648.5015837236635	-85217.3618163191	796.2489664982825	14372.357194480408	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3802.7203450818083	-642.0253570212974
105000	-85875.34687070496	-85226.42831425265	-648.9185564523054	-85226.42831425265	858.912547173865	14708.266781088842	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3861.659865442569	-642.4269493328363
106000	-85871.7320332481	-85224.17872649149	-647.5533067566166	-85224.17872649149	850.5605149125516	14427.497445473873	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4320.744917699693	-640.9493689231039
107000	-85873.89099777202	-85226.7266582526	-647.1643395194111	-85226.7266582526	782.3955816314797	14259.473194501927	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3938.0571542499483	-640.6531420143083
108000	-85876.02755220151	-85227.27872685954	-648.7488253419688	-85227.27872685954	820.5740757575402	14546.587350477523	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4235.359481649392	-642.1648471224917
109000	-85878.60803255806	-85231.22651709955	-647.3815154585059	-85231.22651709955	797.0679742304725	14256.940203118686	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3671.0882580279176	-640.940517300853
110000	-85866.50586770572	-85215.69219564211	-650.8136720636165	-85215.69219564211	817.0326512366737	14480.879373660546	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3150.4554990494225	-644.525615006891
111000	-85863.6935512017	-85215.61417183404	-648.0793793676529	-85215.61417183404	808.7023540784123	14407.85193401249	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4310.478146457917	-641.477820519368
112000	-85858.87498875691	-85211.23191807819	-647.6430706787175	-85211.23191807819	816.1468723119923	14350.194457807336	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3844.404206853864	-641.155942029001
113000	-85871.90800154567	-85224.99533660442	-646.9126649412466	-85224.99533660442	824.074386364958	14235.45952429106	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3840.6417029863205	-640.4265154669864
114000	-85870.93703261475	-85222.5265188516	-648.4105137631431	-85222.5265188516	844.3507441022139	14555.72428708625	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3963.4085329158	-641.892899355997
115000	-85871.83668195237	-85223.23398846666	-648.6026934857099	-85223.23398846666	803.8265315746664	14487.77298219858	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4053.4936122753465	-642.0626043446505
116000	-85869.29286163545	-85221.29132972455	-648.0015319109006	-85221.29132972455	813.3255638746768	14398.350614622845	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3837.933611155267	-641.5160877997664
117000	-85875.01025939471	-85226.58880359324	-648.4214558014613	-85226.58880359324	830.9571085311596	14519.821494207436	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4376.629643650495	-641.8046668495625
118000	-85869.51341526156	-85220.87455845188	-648.6388568096914	-85220.87455845188	840.376247151756	14523.671187302338	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3957.872699092871	-642.1226401144968
119000	-85869.72367825838	-85221.68674201166	-648.0369362467236	-85221.68674201166	827.8566391465365	14338.108307328865	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3398.689234129957	-641.6730363973376
120000	-85866.31583830666	-85217.39444269773	-648.9213956089415	-85217.39444269773	822.9957050328396	14609.84945739355	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4326.307634589207	-642.3161711595274
121000	-85871.49606737474	-85223.00094246119	-648.4951249135513	-85223.00094246119	819.2740554297499	14525.306735034215	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3757.9601594104756	-642.0307386026876
122000	-85864.96598725574	-85216.58646561248	-648.3795216432619	-85216.58646561248	819.2161796784973	14418.26977487952	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4534.033398322984	-641.7273997135406
123000	-85867.03346570213	-85219.58906025407	-647.4444054480541	-85219.58906025407	822.4313725345609	14403.852654483613	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3559.5109536526447	-641.034272273727
124000	-85864.85920810388	-85217.49865171198	-647.3605563918949	-85217.49865171198	834.2020397670233	14364.998963461947	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4399.048306705322	-640.738658156827
125000	-85873.76624470545	-85226.32438407266	-647.4418606327782	-85226.32438407266	819.9738803246145	14266.758827071702	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3680.1828505833805	-640.998388182704
126000	-85874.55009525186	-85226.32150907096	-648.2285861809015	-85226.32150907096	836.0519110210779	14450.940760399795	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4485.2541726672425	-641.5872810038067
127000	-85867.23149226587	-85217.84597440892	-649.3855178569564	-85217.84597440892	832.9568321923149	14507.680078620284	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3210.663669818386	-643.0785301789931
128000	-85861.60533476394	-85212.49400929747	-649.1113254664627	-85212.49400929747	805.5767278287796	14460.024869951238	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4615.357821997687	-642.4414260554837
129000	-85888.29596755133	-85239.52708520835	-648.7688823429781	-85239.52708520835	854.5481098709574	14467.740010298265	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4056.5677235630897	-642.2280351037225
130000	-85866.77076050667	-85219.00240226569	-647.7683582409816	-85219.00240226569	831.5294406060241	14337.000173506161	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4326.174385686568	-641.1631645917246
131000	-85869.39721040417	-85220.55252409753	-648.8446863066496	-85220.55252409753	792.3973603117781	14573.248784369778	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	3921.0579139122433	-642.33781480179
132000	-85870.00193039118	-85222.08078106768	-647.921149323502	-85222.08078106768	777.7320022732492	14226.595035141594	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4572.168554007735	-641.260651700199
133000	-85866.22424627175	-85218.01741204185	-648.2068342298996	-85218.01741204185	804.3590678724863	14467.74713660223	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4394.077828487941	-641.5860665321788
134000	-85864.68819862328	-85215.21460121416	-649.473597409115	-85215.21460121416	875.9011450570907	14664.888386307592	2.154493678019525	0.3272679607777601	0.19427539143719652	0.18001361856318848	0.2984430292218548	4417.186929380318	-642.8475843454876
135000	-85867.2632186645	-85220.37554537327	-646.8876732912261	-85220.37554537327	803.5912121655014	14272.4682301475	2.154493678019525	0.3221293575012206	0.19427539143719652	0.18515222183972796	0.2984430292218548	4028.62741982835	-640.3906966817723
136000	-85869.30086623286	-85221.19954385067	-648.1013223821908	-85221.19954385067	817.130216988193	14406.12623962178	2.154493678019525	0.3221293575012206	0.19427539143719652	0.18515222183972796	0.2984430292218548	4033.960868252507	-641.603022761066
137000	-85867.12075772401	-85217.5499020197	-649.5708557043109	-85217.5499020197	837.5473005647729	14506.297904230963	2.154493678019525	0.3221293575012206	0.19427539143719652	0.18515222183972796	0.2984430292218548	4945.196183253817	-642.8688881848462
138000	-85889.43030631538	-85242.18476994277	-647.2455363725982	-85242.18476994277	779.2911489234631	14322.586535430768	2.154493678019525	0.3221293575012206	0.19427539143719652	0.18515222183972796	0.2984430292218548	3994.060950955187	-640.7571769949686
139000	-85869.65630078143	-85221.88720286086	-647.7690979205667	-85221.88720286086	848.2245269009164	14453.328239480334	2.154493678019525	0.3221293575012206	0.19427539143719652	0.18515222183972796	0.2984430292218548	3931.500218694054	-641.2965259503685
140000	-85878.73034051512	-85228.43860019659	-650.2917403185313	-85228.43860019659	837.3520833432702	14488.034157898666	2.235630179444372	0.32764810650653864	0.19319128140112116	0.1855948027655375	0.2935658093268027	3203.799591588112	-643.9838508073162
141000	-85864.45020627773	-85216.13245370747	-648.3177525702577	-85216.13245370747	824.2514859608852	14466.916073994138	2.235630179444372	0.32764810650653864	0.19319128140112116	0.1855948027655375	0.2935658093268027	3533.499203918361	-641.9119118809973
142000	-85875.1737096844	-85225.15206588901	-650.0216437953935	-85225.15206588901	818.0290945220933	14672.610058784941	2.235630179444372	0.32764810650653864	0.19319128140112116	0.1855948027655375	0.2935658093268027	4645.02615520026	-643.3422947589075
143000	-85873.39294064128	-85225.69043368347	-647.702506957805	-85225.69043368347	827.2148115953864	14461.096444041601	2.235630179444372	0.32764810650653864	0.19319128140112116	0.1855948027655375	0.2935658093268027	4074.5790802067154	-641.154187476241
144000	-85873.85234181759	-85225.1827327539	-648.6696090636771	-85225.1827327539	775.7935359587229	14353.03823974965	2.235630179444372	0.32764810650653864	0.19319128140112116	0.1855948027655375	0.2935658093268027	4449.647689331148	-642.0332321081628
145000	-85870.02092110808	-85220.8723512211	-649.1485698869823	-85220.8723512211	851.0376211352157	14484.101373136367	2.235630179444372	0.31940357574884926	0.19319128140112116	0.1855948027655375	0.3018103400844921	3536.722471466681	-642.7484540554636
146000	-85880.71971618193	-85232.08808277009	-648.6316334118401	-85232.08808277009	821.5502721689268	14426.484699953931	2.235630179444372	0.31940357574884926	0.19319128140112116	0.1855948027655375	0.3018103400844921	3593.2748942746402	-642.2156540095887
147000	-85867.32911648307	-85219.44679118539	-647.8823252976802	-85219.44679118539	832.0938211215151	14427.191505689869	2.235630179444372	0.31940357574884926	0.19319128140112116	0.1855948027655375	0.3018103400844921	3556.187958621023	-641.4767207359105
148000	-85864.22053836336	-85215.017947009	-649.2025913543586	-85215.017947009	803.2780854043342	14491.061047723424	2.235630179444372	0.31940357574884926	0.19319128140112116	0.1855948027655375	0.3018103400844921	3469.0898649456244	-642.8217836928023
149000	-85856.87089454719	-85209.1019392402	-647.7689553069958	-85209.1019392402	824.5120336202976	14388.287294835167	2.14584404505533	0.33432396399563696	0.18860297259316938	0.18257276729584948	0.2945002961153442	4288.919405703889	-641.1533772892059
150000	-85867.01713055346	-85217.96806155605	-649.0490689974063	-85217.96806155605	828.6937935003423	14500.058446335193	2.14584404505533	0.33432396399563696	0.18860297259316938	0.18257276729584948	0.2945002961153442	4613.559093551035	-642.3605261972576
151000	-85881.04332446116	-85233.04209078972	-648.0012336714431	-85233.04209078972	864.0540872334477	14633.610860384213	2.14584404505533	0.33432396399563696	0.18860297259316938	0.18257276729584948	0.2945002961153442	4040.787886774477	-641.4452507736441
152000	-85856.23840009583	-85208.18275263658	-648.0556474592462	-85208.18275263658	783.2141466161825	14267.707674607022	2.14584404505533	0.33432396399563696	0.18860297259316938	0.18257276729584948	0.2945002961153442	4595.256872441695	-641.371079599041
153000	-85873.52286317841	-85225.10867826479	-648.4141849136251	-85225.10867826479	788.8387159581378	14374.38554941555	2.2027329150190478	0.3245641454770235	0.19407374970628286	0.18990869631475393	0.2914534085019396	4156.229579856207	-641.8914930714734
154000	-85864.6879838581	-85215.56761696118	-649.1203668969167	-85215.56761696118	798.6932187799308	14462.92597859598	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	4781.575338186198	-642.4102731508262
155000	-85872.8621975512	-85223.74102810856	-649.1211694426471	-85223.74102810856	814.7261055659212	14480.04843673141	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	3561.2294651259635	-642.7057399168074
156000	-85860.82449717265	-85212.59809893506	-648.2263982375823	-85212.59809893506	874.892944298572	14433.690456281813	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	4582.026429723111	-641.5589332001798
157000	-85863.70335531994	-85215.10278211263	-648.6005732073111	-85215.10278211263	826.4677071120743	14483.259409379996	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	3687.977706940436	-642.1501712611661
158000	-85867.02984461936	-85217.35323404221	-649.6766105771547	-85217.35323404221	829.1069354841878	14425.217018035271	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	5020.95299395099	-642.9176671368111
159000	-85866.39463393981	-85218.07389349537	-648.3207404444378	-85218.07389349537	844.4198592239678	14537.122712172153	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	3832.3775486065642	-641.8319313787472
160000	-85867.5391290701	-85217.9313479982	-649.6077810718958	-85217.9313479982	797.2410504429972	14319.704253284432	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	4971.055413947066	-642.858825212176
161000	-85880.73172139055	-85232.17671558245	-648.5550058080938	-85232.17671558245	848.4752058856659	14513.926594507137	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	3517.7250630594576	-642.1518676310973
162000	-85871.92477045061	-85224.47115910047	-647.4536113501348	-85224.47115910047	812.7899140208362	14394.974477311076	2.1628141133421046	0.3288110680995978	0.1967964439867782	0.17801645490302243	0.29637603301060156	3968.6208024810635	-640.9298690354866
163000	-85870.04051997283	-85221.95141855844	-648.0891014143923	-85221.95141855844	829.4618297603856	14440.64738211284	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3722.8290315247577	-641.6367173664802
164000	-85870.74746793276	-85223.01070834146	-647.7367595912925	-85223.01070834146	759.9474872995487	14169.92931587525	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	4302.620376197944	-641.1396351880726
165000	-85872.48478789323	-85223.80516423355	-648.6796236596792	-85223.80516423355	857.5265238001766	14551.032468734815	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3748.772491304264	-642.2202950326256
166000	-85864.65992326687	-85216.80702547029	-647.8528977965752	-85216.80702547029	782.3747328914388	14310.87187280372	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3883.994583526818	-641.3581334643982
167000	-85868.45200195597	-85220.00732221262	-648.444679743342	-85220.00732221262	812.148996445495	14412.852094666541	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3646.7302224709815	-642.0129486303931
168000	-85869.6330568189	-85219.97223240686	-649.6608244120499	-85219.97223240686	823.2712205786328	14537.528830973728	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	4848.038651313662	-642.9443500143744
169000	-85864.26811310208	-85215.77973402414	-648.4883790779365	-85215.77973402414	888.8162333132815	14566.041733656568	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3596.442758678159	-642.0705336672694
170000	-85884.91181054796	-85236.61213111156	-648.2996794364053	-85236.61213111156	768.1931842648199	14351.671095220501	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3583.7698385398003	-641.8853639862027
171000	-85873.6401365618	-85223.65549384707	-649.9846427147214	-85223.65549384707	812.7081216801453	14482.265541130977	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	3099.617093300344	-643.7154639528401
172000	-85874.78407086001	-85224.48885602958	-650.2952148304294	-85224.48885602958	841.6901550368261	14599.814618275754	2.1628141133421046	0.3288110680995978	0.1862336848377758	0.18857921405202482	0.29637603301060156	5141.449990221182	-643.5199795151705
173000	-85876.59099753205	-85227.94793566977	-648.6430618622877	-85227.94793566977	818.7234161197636	14424.022225362001	2.1628141133421046	0.3288110680995978	0.1942576801524937	0.18055521873730693	0.29637603301060156	3681.8085874951757	-642.1978629015922
174000	-85866.71836397305	-85218.9977853745	-647.7205785985561	-85218.9977853745	785.5776390898743	14222.117507215451	2.1628141133421046	0.3288110680995978	0.1942576801524937	0.18055521873730693	0.29637603301060156	4170.069117400169	-641.1508511227164
