virus_clean,family,taxonomic_level,assay_clean,host_species,host_genus,host_family,host_order,n_assayed,n_positive,prop_pos
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Necromys lasiurus,Necromys,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Necromys lasiurus,Necromys,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Calomys tener,Calomys,Cricetidae,Rodentia,6,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Calomys tener,Calomys,Cricetidae,Rodentia,25,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Cavia fulgida,Cavia,Caviidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Delomys sublineatus,Delomys,Cricetidae,Rodentia,3,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys nigripes,Oligoryzomys,Cricetidae,Rodentia,9,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys stramineus,Oligoryzomys,Cricetidae,Rodentia,10,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys stramineus,Oligoryzomys,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys stramineus,Oligoryzomys,Cricetidae,Rodentia,3,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Euryoryzomys russatus,Euryoryzomys,Cricetidae,Rodentia,6,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oxymycterus hispidus,Oxymycterus,Cricetidae,Rodentia,4,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Thaptomys nigrita,Thaptomys,Cricetidae,Rodentia,3,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,150,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,264,1,0.003787878787878788
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus agrarius,Apodemus,Muridae,Rodentia,6,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus uralensis,Apodemus,Muridae,Rodentia,4,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,687,97,0.14119359534206696
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus agrestis,Microtus,Cricetidae,Rodentia,6,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus subterraneus,Microtus,Cricetidae,Rodentia,6,2,0.3333333333333333
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,217,1,0.004608294930875576
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,59,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,6,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Sorex araneus,Sorex,Soricidae,Soricomorpha,25,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Sorex minutus,Sorex,Soricidae,Soricomorpha,10,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Crocidura suaveolens,Crocidura,Soricidae,Soricomorpha,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Talpa europaea,Talpa,Talpidae,Soricomorpha,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Martes martes,Martes,Mustelidae,Carnivora,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,280,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,66,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Sorex minutus,Sorex,Soricidae,Soricomorpha,28,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus agrestis,Microtus,Cricetidae,Rodentia,16,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,3,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,71,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus peninsulae,Apodemus,Muridae,Rodentia,70,4,0.05714285714285714
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus agrarius,Apodemus,Muridae,Rodentia,39,1,0.02564102564102564
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes rufocanus,Myodes,Cricetidae,Rodentia,8,1,0.125
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus fortis,Microtus,Cricetidae,Rodentia,3,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Tamias sibiricus,Tamias,Sciuridae,Rodentia,2,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Apodemus peninsulae,Apodemus,Muridae,Rodentia,70,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Apodemus agrarius,Apodemus,Muridae,Rodentia,39,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes rufocanus,Myodes,Cricetidae,Rodentia,8,1,0.125
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Microtus fortis,Microtus,Cricetidae,Rodentia,3,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Tamias sibiricus,Tamias,Sciuridae,Rodentia,2,0,0
Orthohantavirus andesense,Hantaviridae,species,Serology,Akodon azarae,Akodon,Cricetidae,Rodentia,21,0,0
Orthohantavirus andesense,Hantaviridae,species,Serology,Scapteromys aquaticus,Scapteromys,Cricetidae,Rodentia,53,10,0.18867924528301888
Orthohantavirus andesense,Hantaviridae,species,Serology,Oligoryzomys flavescens,Oligoryzomys,Cricetidae,Rodentia,20,0,0
Orthohantavirus andesense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,12,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,220,34,0.15454545454545454
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,601,7,0.011647254575707155
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,68,7,0.10294117647058823
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,133,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,269,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,50,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,35,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Microtus agrestis,Microtus,Cricetidae,Rodentia,8,1,0.125
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,2,2,1
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Microtus agrestis,Microtus,Cricetidae,Rodentia,4,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Mus musculus,Mus,Muridae,Rodentia,3,0,0
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,6443,321,0.049821511718143724
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,68,5,0.07352941176470588
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes rufocanus,Myodes,Cricetidae,Rodentia,48,2,0.041666666666666664
Orthohantavirus bayoui,Hantaviridae,species,"PCR, culture or sequencing",Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,13,0,0
Orthohantavirus bayoui,Hantaviridae,species,"PCR, culture or sequencing",Oryzomys palustris,Oryzomys,Cricetidae,Rodentia,12,12,1
Orthohantavirus bayoui,Hantaviridae,species,"PCR, culture or sequencing",Reithrodontomys fulvescens,Reithrodontomys,Cricetidae,Rodentia,6,0,0
Orthohantavirus bayoui,Hantaviridae,species,"PCR, culture or sequencing",Baiomys taylori,Baiomys,Cricetidae,Rodentia,5,0,0
Orthohantavirus bayoui,Hantaviridae,species,"PCR, culture or sequencing",Sigmodon hispidus,Sigmodon,Cricetidae,Rodentia,5,1,0.2
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,3166,703,0.22204674668351232
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,100,5,0.05
Orthohantavirus seoulense,Hantaviridae,species,"PCR, culture or sequencing",Rattus norvegicus,Rattus,Muridae,Rodentia,21,7,0.3333333333333333
Mammarenavirus lassaense,Arenaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,41,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Millardia meltada,Millardia,Muridae,Rodentia,5,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Suncus murinus,Suncus,Soricidae,Soricomorpha,6,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Tatera indica,Tatera,Muridae,Rodentia,3,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,27,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Madromys blanfordi,Madromys,Muridae,Rodentia,1,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Suncus murinus,Suncus,Soricidae,Soricomorpha,2,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,22,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,36,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Madromys blanfordi,Madromys,Muridae,Rodentia,3,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Suncus murinus,Suncus,Soricidae,Soricomorpha,2,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Tatera indica,Tatera,Muridae,Rodentia,1,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,58,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,6,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Madromys blanfordi,Madromys,Muridae,Rodentia,53,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Funambulus tristriatus,Funambulus,Sciuridae,Rodentia,22,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Hystrix indica,Hystrix,Hystricidae,Rodentia,4,0,0
Mammarenavirus lassaense,Arenaviridae,species,Serology,Suncus murinus,Suncus,Soricidae,Soricomorpha,12,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,220,5,0.022727272727272728
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,179,4,0.0223463687150838
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,6,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,91,2,0.02197802197802198
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,210,3,0.014285714285714285
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,201,4,0.01990049751243781
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,35,1,0.02857142857142857
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,14,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus tanezumi,Rattus,Muridae,Rodentia,185,2,0.010810810810810811
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus tanezumi,Rattus,Muridae,Rodentia,6,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus agrarius,Apodemus,Muridae,Rodentia,176,1,0.005681818181818182
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus agrarius,Apodemus,Muridae,Rodentia,152,1,0.006578947368421052
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus agrarius,Apodemus,Muridae,Rodentia,23,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,41,2,0.04878048780487805
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,29,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,12,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Microtus agrestis,Microtus,Cricetidae,Rodentia,3,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,180,22,0.12222222222222222
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Meriones tamariscinus,Meriones,Muridae,Rodentia,136,7,0.051470588235294115
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Microtus socialis,Microtus,Cricetidae,Rodentia,33,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Microtus arvalis,Microtus,Cricetidae,Rodentia,23,3,0.13043478260869565
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Mus musculus,Mus,Muridae,Rodentia,10,1,0.1
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Sorex araneus,Sorex,Soricidae,Soricomorpha,4,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Diplomesodon pulchellum,Diplomesodon,Soricidae,Soricomorpha,2,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Meriones meridianus,Meriones,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Cricetulus migratorius,Cricetulus,Cricetidae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,1,1,1
Orthohantavirus dobravaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,1,1
Orthohantavirus tulaense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,62,7,0.11290322580645161
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,4,1,0.25
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,61,9,0.14754098360655737
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,25,2,0.08
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,34,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,19,4,0.21052631578947367
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,99,4,0.04040404040404041
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,230,18,0.0782608695652174
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Bandicota bengalensis,Bandicota,Muridae,Rodentia,7,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Bandicota indica,Bandicota,Muridae,Rodentia,1,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Mus musculus,Mus,Muridae,Rodentia,1,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Mus musculus,Mus,Muridae,Rodentia,1,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus nitidus,Rattus,Muridae,Rodentia,1,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus nitidus,Rattus,Muridae,Rodentia,1,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus rattus,Rattus,Muridae,Rodentia,3,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus rattus,Rattus,Muridae,Rodentia,3,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus rattus,Rattus,Muridae,Rodentia,10,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus rattus,Rattus,Muridae,Rodentia,19,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus tanezumi,Rattus,Muridae,Rodentia,2,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus tanezumi,Rattus,Muridae,Rodentia,2,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Rattus tanezumi,Rattus,Muridae,Rodentia,2,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Suncus murinus,Suncus,Soricidae,Soricomorpha,101,1,0.009900990099009901
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Suncus murinus,Suncus,Soricidae,Soricomorpha,128,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Suncus murinus,Suncus,Soricidae,Soricomorpha,37,0,0
Thottimvirus thottapalayamense,Hantaviridae,species,"PCR, culture or sequencing",Suncus murinus,Suncus,Soricidae,Soricomorpha,47,0,0
Monongahela hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,14,1,0.07142857142857142
Monongahela hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,35,7,0.2
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys chacoensis,Oligoryzomys,Cricetidae,Rodentia,12,1,0.08333333333333333
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys chacoensis,Oligoryzomys,Cricetidae,Rodentia,27,1,0.037037037037037035
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Akodon varius,Akodon,Cricetidae,Rodentia,26,1,0.038461538461538464
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys longicaudatus,Oligoryzomys,Cricetidae,Rodentia,26,2,0.07692307692307693
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys flavescens,Oligoryzomys,Cricetidae,Rodentia,170,8,0.047058823529411764
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Akodon azarae,Akodon,Cricetidae,Rodentia,549,15,0.0273224043715847
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys flavescens,Oligoryzomys,Cricetidae,Rodentia,243,11,0.04526748971193416
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Holochilus brasiliensis,Holochilus,Cricetidae,Rodentia,30,1,0.03333333333333333
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys longicaudatus,Oligoryzomys,Cricetidae,Rodentia,195,18,0.09230769230769231
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys longicaudatus,Oligoryzomys,Cricetidae,Rodentia,40,5,0.125
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys longicaudatus,Oligoryzomys,Cricetidae,Rodentia,88,4,0.045454545454545456
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,12,6,0.5
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus flavicollis,Apodemus,Muridae,Rodentia,7,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,5,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus flavicollis,Apodemus,Muridae,Rodentia,11,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus sylvaticus,Apodemus,Muridae,Rodentia,9,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,7,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus flavicollis,Apodemus,Muridae,Rodentia,55,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus sylvaticus,Apodemus,Muridae,Rodentia,3,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Mus musculus,Mus,Muridae,Rodentia,1,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,168,6,0.03571428571428571
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus flavicollis,Apodemus,Muridae,Rodentia,194,2,0.010309278350515464
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Mus musculus,Mus,Muridae,Rodentia,45,1,0.022222222222222223
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Myodes glareolus,Myodes,Cricetidae,Rodentia,52,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus flavicollis,Apodemus,Muridae,Rodentia,20,0,0
Orthohantavirus puumalaense,Hantaviridae,species,"PCR, culture or sequencing",Microtus arvalis,Microtus,Cricetidae,Rodentia,7,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,60,4,0.06666666666666667
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,21,3,0.14285714285714285
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Zygodontomys brevicauda,Zygodontomys,Cricetidae,Rodentia,44,3,0.06818181818181818
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys fulvescens,Oligoryzomys,Cricetidae,Rodentia,4,1,0.25
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oryzomys couesi,Oryzomys,Cricetidae,Rodentia,10,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neacomys spinosus,Neacomys,Cricetidae,Rodentia,2,1,0.5
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Proechimys guyannensis,Proechimys,Echimyidae,Rodentia,2,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Heteromys anomalus,Heteromys,Heteromyidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus boylii,Peromyscus,Cricetidae,Rodentia,109,76,0.6972477064220184
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus boylii,Peromyscus,Cricetidae,Rodentia,178,74,0.4157303370786517
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus boylii,Peromyscus,Cricetidae,Rodentia,22,3,0.13636363636363635
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus truei,Peromyscus,Cricetidae,Rodentia,67,3,0.04477611940298507
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus truei,Peromyscus,Cricetidae,Rodentia,55,5,0.09090909090909091
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus truei,Peromyscus,Cricetidae,Rodentia,8,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Tamias dorsalis,Tamias,Sciuridae,Rodentia,40,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Tamias dorsalis,Tamias,Sciuridae,Rodentia,29,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Tamias dorsalis,Tamias,Sciuridae,Rodentia,9,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Dipodomys ordii,Dipodomys,Heteromyidae,Rodentia,2,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Dipodomys ordii,Dipodomys,Heteromyidae,Rodentia,13,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Dipodomys ordii,Dipodomys,Heteromyidae,Rodentia,3,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Onychomys leucogaster,Onychomys,Cricetidae,Rodentia,3,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neotoma stephensi,Neotoma,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neotoma stephensi,Neotoma,Cricetidae,Rodentia,2,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neotoma stephensi,Neotoma,Cricetidae,Rodentia,2,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neotoma albigula,Neotoma,Cricetidae,Rodentia,4,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neotoma albigula,Neotoma,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Neotoma albigula,Neotoma,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Reithrodontomys megalotis,Reithrodontomys,Cricetidae,Rodentia,4,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,36,23,0.6388888888888888
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,19,3,0.15789473684210525
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,5,3,0.6
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,21,2,0.09523809523809523
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,51,25,0.49019607843137253
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,3,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,10,1,0.1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,24,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,9,0,0
