rodent_record_id,study_id,eventDate,taxonRank,genus,scientificName,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
174,9,2014-04-01/2016-02-29,species,Malacomys,Malacomys edwardsi,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,3,4800-6240,study village
175,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys erythroleucus,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,2,4800-6240,study village
176,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys natalensis,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,16,4800-6240,study village
177,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys minutoides,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,2,4800-6240,study village
178,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys setulosus,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,1,4800-6240,study village
179,9,2014-04-01/2016-02-29,species,Praomys,Praomys rostratus,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,21,4800-6240,study village
180,9,2014-04-01/2016-02-29,species,Rattus,Rattus rattus,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999999,-11.770189,40,4800-6240,study village
181,9,2014-04-01/2016-02-29,species,Uranomys,Uranomys ruddi,"Ngolahun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.75703299999998,-11.770189,0,4800-6240,study village
182,9,2014-04-01/2016-02-29,species,Crocidura,Crocidura sp.,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,54,4800-6240,study village
183,9,2014-04-01/2016-02-29,species,Dasymys,Dasymys rufulus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,0,4800-6240,study village
184,9,2014-04-01/2016-02-29,species,Grammomys,Grammomys buntingi,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,0,4800-6240,study village
185,9,2014-04-01/2016-02-29,species,Graphiurus,Graphiurus sp.,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,0,4800-6240,study village
186,9,2014-04-01/2016-02-29,species,Hybomys,Hybomys sp.,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,3,4800-6240,study village
187,9,2014-04-01/2016-02-29,species,Hylomyscus,Hylomyscus simus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,1,4800-6240,study village
188,9,2014-04-01/2016-02-29,species,Lemniscomys,Lemniscomys striatus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,1,4800-6240,study village
189,9,2014-04-01/2016-02-29,species,Lophuromys,Lophuromys sikapusi,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,25,4800-6240,study village
190,9,2014-04-01/2016-02-29,species,Malacomys,Malacomys edwardsi,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,4,4800-6240,study village
191,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys erythroleucus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,2,4800-6240,study village
192,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys natalensis,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,100,4800-6240,study village
193,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys minutoides,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,1,4800-6240,study village
194,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys setulosus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,3,4800-6240,study village
195,9,2014-04-01/2016-02-29,species,Praomys,Praomys rostratus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,102,4800-6240,study village
196,9,2014-04-01/2016-02-29,species,Rattus,Rattus rattus,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,58,4800-6240,study village
197,9,2014-04-01/2016-02-29,species,Uranomys,Uranomys ruddi,"Nyandeyama, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.762217,-11.742564,0,4800-6240,study village
198,9,2014-04-01/2016-02-29,species,Crocidura,Crocidura sp.,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,35,4800-6240,study village
199,9,2014-04-01/2016-02-29,species,Dasymys,Dasymys rufulus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,4,4800-6240,study village
200,9,2014-04-01/2016-02-29,species,Grammomys,Grammomys buntingi,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,0,4800-6240,study village
201,9,2014-04-01/2016-02-29,species,Graphiurus,Graphiurus sp.,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,0,4800-6240,study village
202,9,2014-04-01/2016-02-29,species,Hybomys,Hybomys sp.,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,1,4800-6240,study village
203,9,2014-04-01/2016-02-29,species,Hylomyscus,Hylomyscus simus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,1,4800-6240,study village
204,9,2014-04-01/2016-02-29,species,Lemniscomys,Lemniscomys striatus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,1,4800-6240,study village
205,9,2014-04-01/2016-02-29,species,Lophuromys,Lophuromys sikapusi,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,31,4800-6240,study village
206,9,2014-04-01/2016-02-29,species,Malacomys,Malacomys edwardsi,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,6,4800-6240,study village
207,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys erythroleucus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,3,4800-6240,study village
208,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys natalensis,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,34,4800-6240,study village
209,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys minutoides,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,0,4800-6240,study village
210,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys setulosus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,0,4800-6240,study village
211,9,2014-04-01/2016-02-29,species,Praomys,Praomys rostratus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,48,4800-6240,study village
212,9,2014-04-01/2016-02-29,species,Rattus,Rattus rattus,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,42,4800-6240,study village
213,9,2014-04-01/2016-02-29,species,Uranomys,Uranomys ruddi,"Sembehun, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.771753,-11.726172,2,4800-6240,study village
214,9,2014-04-01/2016-02-29,species,Crocidura,Crocidura sp.,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,28,4800-6240,study village
215,9,2014-04-01/2016-02-29,species,Dasymys,Dasymys rufulus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,1,4800-6240,study village
216,9,2014-04-01/2016-02-29,species,Grammomys,Grammomys buntingi,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,0,4800-6240,study village
217,9,2014-04-01/2016-02-29,species,Graphiurus,Graphiurus sp.,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,0,4800-6240,study village
218,9,2014-04-01/2016-02-29,species,Hybomys,Hybomys sp.,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,5,4800-6240,study village
219,9,2014-04-01/2016-02-29,species,Hylomyscus,Hylomyscus simus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,6,4800-6240,study village
220,9,2014-04-01/2016-02-29,species,Lemniscomys,Lemniscomys striatus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,1,4800-6240,study village
221,9,2014-04-01/2016-02-29,species,Lophuromys,Lophuromys sikapusi,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,30,4800-6240,study village
222,9,2014-04-01/2016-02-29,species,Malacomys,Malacomys edwardsi,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,9,4800-6240,study village
223,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys erythroleucus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,2,4800-6240,study village
224,9,2014-04-01/2016-02-29,species,Mastomys,Mastomys natalensis,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,51,4800-6240,study village
225,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys minutoides,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,1,4800-6240,study village
226,9,2014-04-01/2016-02-29,species,Nannoyms,Nannomys setulosus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,11,4800-6240,study village
227,9,2014-04-01/2016-02-29,species,Praomys,Praomys rostratus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,92,4800-6240,study village
228,9,2014-04-01/2016-02-29,species,Rattus,Rattus rattus,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,32,4800-6240,study village
229,9,2014-04-01/2016-02-29,species,Uranomys,Uranomys ruddi,"Yakaji, Bo District",Sierra Leone,"villages, surrounding fields",study village,7.973069,-11.3957,0,4800-6240,study village
230,10,2006,species,Abrothrix,Abrothrix longipilis,"Chiñigue, Ovalle",Chile,"rural, urban, peri-urban",study village,-30.513,-71.102,3,300,study village and visit
231,10,2002,species,Abrothrix,Abrothrix longipilis,"Fundo Chuico Blanco, Hijuelas",Chile,"rural, urban, peri-urban",study village,-32.812,-71.089,0,270,study village and visit
232,10,2001,species,Abrothrix,Abrothrix longipilis,"Llaillay, Llaillay",Chile,"rural, urban, peri-urban",study village,-32.854,-70.918,0,237,study village and visit
233,10,2016,species,Abrothrix,Abrothrix longipilis,"Lo Mardones, Quillota",Chile,"rural, urban, peri-urban",study village,-32.87,-71.221,0,630,study village and visit
234,10,2013,species,Abrothrix,Abrothrix longipilis,"La Palma, Quillota",Chile,"rural, urban, peri-urban",study village,-32.908,-71.206,0,600,study village and visit
235,10,2001,species,Abrothrix,Abrothrix longipilis,"Población Prat, Villa Alemana",Chile,"rural, urban, peri-urban",study village,-33.07,-71.357,0,300,study village and visit
236,10,2006,species,Abrothrix,Abrothrix longipilis,"Laguna Verde, Valparaíso",Chile,"rural, urban, peri-urban",study village,-33.115,-71.666,3,360,study village and visit
237,10,2018,species,Abrothrix,Abrothrix longipilis,"Las Docas, Valparaíso",Chile,"rural, urban, peri-urban",study village,-33.138,-71.703,16,495,study village and visit
238,10,2010,species,Abrothrix,Abrothrix longipilis,"Alto el Manzano, TilTil",Chile,"rural, urban, peri-urban",study village,-33.165,-70.79,0,300,study village and visit
239,10,2004,species,Abrothrix,Abrothrix longipilis,"San Antonio de Naltahua, Isla de Maipo",Chile,"rural, urban, peri-urban",study village,-33.436,-71.021,0,300,study village and visit
240,10,2003,species,Abrothrix,Abrothrix longipilis,"La Reina, La Reina",Chile,"rural, urban, peri-urban",study village,-33.456,-70.517,0,150,study village and visit
241,10,2013,species,Abrothrix,Abrothrix longipilis,"Lo Espejo, Lo Espejo",Chile,"rural, urban, peri-urban",study village,-33.543,-70.696,0,600,study village and visit
242,10,2004,species,Abrothrix,Abrothrix longipilis,"El Canelo, San José de Maipo",Chile,"rural, urban, peri-urban",study village,-33.556,-70.454,0,255,study village and visit
243,10,2005,species,Abrothrix,Abrothrix longipilis,"La Florida Alto, La Florida",Chile,"rural, urban, peri-urban",study village,-33.564,-70.532,1,270,study village and visit
244,10,2012,species,Abrothrix,Abrothrix longipilis,"Mallarauco, Melipilla",Chile,"rural, urban, peri-urban",study village,-33.569,-71.18,0,300,study village and visit
245,10,2001,species,Abrothrix,Abrothrix longipilis,"San Antonio, San Antonio",Chile,"rural, urban, peri-urban",study village,-33.643,-71.563,0,225,study village and visit
246,10,2006,species,Abrothrix,Abrothrix longipilis,"Pomaire, Melipilla",Chile,"rural, urban, peri-urban",study village,-33.65,-71.179,0,450,study village and visit
247,10,2013,species,Abrothrix,Abrothrix longipilis,"Constructora Inca, Melipilla",Chile,"rural, urban, peri-urban",study village,-33.673,-71.18,0,312,study village and visit
248,10,2006,species,Abrothrix,Abrothrix longipilis,"Condominio Puerta del Sol, Talagante",Chile,"rural, urban, peri-urban",study village,-33.677,-70.845,0,300,study village and visit
249,10,2001,species,Abrothrix,Abrothrix longipilis,"Talagante, Talagante",Chile,"rural, urban, peri-urban",study village,-33.681,-70.877,0,240,study village and visit
250,10,2003,species,Abrothrix,Abrothrix longipilis,"Chocalán, Melipilla",Chile,"rural, urban, peri-urban",study village,-33.735,-71.217,0,300,study village and visit
251,10,2002,species,Abrothrix,Abrothrix longipilis,"Fundo La Ventolera, Santo Domingo",Chile,"rural, urban, peri-urban",study village,-33.743,-71.652,12,300,study village and visit
252,10,2002,species,Abrothrix,Abrothrix longipilis,"El Ingenio, San José de Maipo",Chile,"rural, urban, peri-urban",study village,-33.786,-70.248,0,300,study village and visit
253,10,2001,species,Abrothrix,Abrothrix longipilis,"Hijuelas, Hijuelas",Chile,"rural, urban, peri-urban",study village,-33.813,-71.147,0,210,study village and visit
254,10,2004,species,Abrothrix,Abrothrix longipilis,"Abrantes, Paine",Chile,"rural, urban, peri-urban",study village,-33.868,-70.837,0,300,study village and visit
255,10,2013,species,Abrothrix,Abrothrix longipilis,"Ucúquer, Litueche",Chile,"rural, urban, peri-urban",study village,-33.998,-71.65,0,450,study village and visit
256,10,2002,species,Abrothrix,Abrothrix longipilis,"Quilamuta-Las Cabras, Las Cabras",Chile,"rural, urban, peri-urban",study village,-34.07,-71.3,1,300,study village and visit
257,10,2002,species,Abrothrix,Abrothrix longipilis,"Coya, Machalí",Chile,"rural, urban, peri-urban",study village,-34.19,-70.534,0,145,study village and visit
258,10,2011,species,Abrothrix,Abrothrix longipilis,"San Vicente de Tagua Tagua, San Vicente de Tagua Tagua",Chile,"rural, urban, peri-urban",study village,-34.433,-71.069,0,714,study village and visit
259,10,2017,species,Abrothrix,Abrothrix longipilis,"Los Maitenes, Lolol",Chile,"rural, urban, peri-urban",study village,-34.671,-71.554,0,652,study village and visit
260,10,2002,species,Abrothrix,Abrothrix longipilis,"Las Peñas, San Fernando 2002",Chile,"rural, urban, peri-urban",study village,-34.766,-70.776,0,360,study village and visit
261,10,2018,species,Abrothrix,Abrothrix longipilis,"Las Peñas, San Fernando 2018",Chile,"rural, urban, peri-urban",study village,-34.767,-70.776,0,600,study village and visit
262,10,2012,species,Abrothrix,Abrothrix longipilis,"El Sauce, Chimbarongo",Chile,"rural, urban, peri-urban",study village,-34.815,-70.994,0,390,study village and visit
